chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.5,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
chilli,1,6.6,1,50,25
